"x","y","z"
2,0,7.13415574707208
2.06767676767677,0,6.82667191369912
2.13535353535354,0,6.51943334970087
2.2030303030303,0,6.21268532445204
2.27070707070707,0,5.90667310732736
2.33838383838384,0,5.60164196770152
2.40606060606061,0,5.29783717494925
2.47373737373737,0,4.99550399844526
2.54141414141414,0,4.69488770756425
2.60909090909091,0,4.39623357168096
2.67676767676768,0,4.09978686017007
2.74444444444444,0,3.80579284240631
2.81212121212121,0,3.5144967877644
2.87979797979798,0,3.22614396561905
2.94747474747475,0,2.94097964534495
3.01515151515152,0,2.65924909631684
3.08282828282828,0,2.38119758790943
3.15050505050505,0,2.10707038949742
3.21818181818182,0,1.83711277045553
3.28585858585859,0,1.57157000015847
3.35353535353535,0,1.31068734798095
3.42121212121212,0,1.0547100832977
3.48888888888889,0,0.803883498013463
3.55656565656566,0,0.558457357240576
3.62424242424242,0,0.318691261482885
3.69191919191919,0,0.0848461198623022
3.75959595959596,0,-0.142817158499272
3.82727272727273,0,-0.364037664479927
3.8949494949495,0,-0.578554488957758
3.96262626262626,0,-0.786106722810861
4.03030303030303,0,-0.98643345691733
4.0979797979798,0,-1.17927378215526
4.16565656565657,0,-1.36436678940274
4.23333333333333,0,-1.54145156953787
4.3010101010101,0,-1.71026721343874
4.36868686868687,0,-1.87055281198345
4.43636363636364,0,-2.02204745605009
4.5040404040404,0,-2.16449023651675
4.57171717171717,0,-2.29762024426153
4.63939393939394,0,-2.42117657016253
4.70707070707071,0,-2.53489830509783
4.77474747474747,0,-2.63852453994554
4.84242424242424,0,-2.73179436558374
4.91010101010101,0,-2.81444687289053
4.97777777777778,0,-2.88622115274401
5.04545454545454,0,-2.94689152834322
5.11313131313131,0,-2.99663459112574
5.18080808080808,0,-3.03588303216218
5.24848484848485,0,-3.06507365943678
5.31616161616162,0,-3.08464328093377
5.38383838383838,0,-3.09502870463739
5.45151515151515,0,-3.09666673853187
5.51919191919192,0,-3.08999419060145
5.58686868686869,0,-3.07544786883037
5.65454545454545,0,-3.05346458120285
5.72222222222222,0,-3.02448113570315
5.78989898989899,0,-2.98893434031549
5.85757575757576,0,-2.94726100302411
5.92525252525252,0,-2.89989793181325
5.99292929292929,0,-2.84728193466713
6.06060606060606,0,-2.78984981957001
6.12828282828283,0,-2.72803839450611
6.1959595959596,0,-2.66228446745966
6.26363636363636,0,-2.59302484641491
6.33131313131313,0,-2.5206963393561
6.3989898989899,0,-2.44573575426745
6.46666666666667,0,-2.3685798991332
6.53434343434343,0,-2.28966540922132
6.6020202020202,0,-2.20933286586952
6.66969696969697,0,-2.1276673002455
6.73737373737374,0,-2.04471171306771
6.8050505050505,0,-1.96050910505461
6.87272727272727,0,-1.87510247692467
6.94040404040404,0,-1.78853482939634
7.00808080808081,0,-1.70084916318807
7.07575757575758,0,-1.61208847901834
7.14343434343434,0,-1.52229577760559
7.21111111111111,0,-1.43151405966828
7.27878787878788,0,-1.33978632592489
7.34646464646465,0,-1.24715557709385
7.41414141414141,0,-1.15366481389364
7.48181818181818,0,-1.05935703704271
7.54949494949495,0,-0.964275247259518
7.61717171717172,0,-0.868462445262527
7.68484848484848,0,-0.771961631770194
7.75252525252525,0,-0.674815807500977
7.82020202020202,0,-0.577067973173336
7.88787878787879,0,-0.478761129505731
7.95555555555555,0,-0.379938277216618
8.02323232323232,0,-0.280642417024457
8.09090909090909,0,-0.180916549647709
8.15858585858586,0,-0.0808036758048293
8.22626262626263,0,0.0196532037857202
8.29393939393939,0,0.120411088405481
8.36161616161616,0,0.221426977335998
8.42929292929293,0,0.322657869858803
8.4969696969697,0,0.42406076525545
8.56464646464647,0,0.525592662807473
8.63232323232323,0,0.627210561796409
8.7,0,0.728871461503809
2,6.17171717171717,6.48684206124622
2.06767676767677,6.17171717171717,6.20007717369909
2.13535353535354,6.17171717171717,5.91356432709874
2.2030303030303,6.17171717171717,5.62755556239193
2.27070707070707,6.17171717171717,5.34230292052547
2.33838383838384,6.17171717171717,5.05805844244611
2.40606060606061,6.17171717171717,4.77507416910065
2.47373737373737,6.17171717171717,4.49360214143584
2.54141414141414,6.17171717171717,4.21389440039849
2.60909090909091,6.17171717171717,3.93620298693535
2.67676767676768,6.17171717171717,3.66077994199322
2.74444444444444,6.17171717171717,3.38787730651885
2.81212121212121,6.17171717171717,3.11774712145905
2.87979797979798,6.17171717171717,2.85064142776057
2.94747474747475,6.17171717171717,2.5868122663702
3.01515151515152,6.17171717171717,2.32651167823472
3.08282828282828,6.17171717171717,2.06999170430091
3.15050505050505,6.17171717171717,1.81750438551554
3.21818181818182,6.17171717171717,1.56930176282539
3.28585858585859,6.17171717171717,1.32563587717723
3.35353535353535,6.17171717171717,1.08675876951785
3.42121212121212,6.17171717171717,0.852922480794026
3.48888888888889,6.17171717171717,0.624379017253814
3.55656565656566,6.17171717171717,0.401373495921815
3.62424242424242,6.17171717171717,0.184135886255853
3.69191919191919,6.17171717171717,-0.0271058576995788
3.75959595959596,6.17171717171717,-0.232123781899992
3.82727272727273,6.17171717171717,-0.430689932300897
3.8949494949495,6.17171717171717,-0.622576354857799
3.96262626262626,6.17171717171717,-0.807555095526214
4.03030303030303,6.17171717171717,-0.985398200261648
4.0979797979798,6.17171717171717,-1.15587771501961
4.16565656565657,6.17171717171717,-1.31876568575562
4.23333333333333,6.17171717171717,-1.47383415842517
4.3010101010101,6.17171717171717,-1.62085517898378
4.36868686868687,6.17171717171717,-1.75960079338697
4.43636363636364,6.17171717171717,-1.88984304759023
4.5040404040404,6.17171717171717,-2.01135398754908
4.57171717171717,6.17171717171717,-2.12390565921904
4.63939393939394,6.17171717171717,-2.2272701085556
4.70707070707071,6.17171717171717,-2.32121938151428
4.77474747474747,6.17171717171717,-2.40552552405059
4.84242424242424,6.17171717171717,-2.47996058212004
4.91010101010101,6.17171717171717,-2.54429660167813
4.97777777777778,6.17171717171717,-2.59830562868039
5.04545454545454,6.17171717171717,-2.64179451825334
5.11313131313131,6.17171717171717,-2.6749675624089
5.18080808080808,6.17171717171717,-2.69828207696447
5.24848484848485,6.17171717171717,-2.71219944520577
5.31616161616162,6.17171717171717,-2.71718105041852
5.38383838383838,6.17171717171717,-2.71368827588846
5.45151515151515,6.17171717171717,-2.70218250490129
5.51919191919192,6.17171717171717,-2.68312512074276
5.58686868686869,6.17171717171717,-2.65697750669857
5.65454545454545,6.17171717171717,-2.62420104605447
5.72222222222222,6.17171717171717,-2.58525712209617
5.78989898989899,6.17171717171717,-2.5406071181094
5.85757575757576,6.17171717171717,-2.49071241737989
5.92525252525252,6.17171717171717,-2.43603440319335
5.99292929292929,6.17171717171717,-2.37703445883552
6.06060606060606,6.17171717171717,-2.31417396759211
6.12828282828283,6.17171717171717,-2.24791431274887
6.1959595959596,6.17171717171717,-2.1787168775915
6.26363636363636,6.17171717171717,-2.10704304540573
6.33131313131313,6.17171717171717,-2.0333541994773
6.3989898989899,6.17171717171717,-1.95811172309192
6.46666666666667,6.17171717171717,-1.88177699953532
6.53434343434343,6.17171717171717,-1.80481121292155
6.6020202020202,6.17171717171717,-1.72756478060535
6.66969696969697,6.17171717171717,-1.65009342649051
6.73737373737374,6.17171717171717,-1.57240440611894
6.8050505050505,6.17171717171717,-1.49450497503251
6.87272727272727,6.17171717171717,-1.41640238877313
6.94040404040404,6.17171717171717,-1.33810390288268
7.00808080808081,6.17171717171717,-1.25961677290306
7.07575757575758,6.17171717171717,-1.18094825437615
7.14343434343434,6.17171717171717,-1.10210560284385
7.21111111111111,6.17171717171717,-1.02309607384805
7.27878787878788,6.17171717171717,-0.943926922930636
7.34646464646465,6.17171717171717,-0.864605405633506
7.41414141414141,6.17171717171717,-0.78513877749855
7.48181818181818,6.17171717171717,-0.705534294067658
7.54949494949495,6.17171717171717,-0.625799210882722
7.61717171717172,6.17171717171717,-0.545940783485632
7.68484848484848,6.17171717171717,-0.465966267418283
7.75252525252525,6.17171717171717,-0.385882918222561
7.82020202020202,6.17171717171717,-0.305697991440361
7.88787878787879,6.17171717171717,-0.225418742613574
7.95555555555555,6.17171717171717,-0.145052427284091
8.02323232323232,6.17171717171717,-0.0646063009938008
8.09090909090909,6.17171717171717,0.0159123807153999
8.15858585858586,6.17171717171717,0.0964963623016254
8.22626262626263,6.17171717171717,0.17713838822298
8.29393939393939,6.17171717171717,0.257831202937573
8.36161616161616,6.17171717171717,0.338567550903517
8.42929292929293,6.17171717171717,0.419340176578914
8.4969696969697,6.17171717171717,0.50014182442188
8.56464646464647,6.17171717171717,0.58096523889052
8.63232323232323,6.17171717171717,0.661803164442938
8.7,6.17171717171717,0.742648345537252
2,12.3434343434343,5.83931496092972
2.06767676767677,12.3434343434343,5.57311615134778
2.13535353535354,12.3434343434343,5.30717750077566
2.2030303030303,12.3434343434343,5.04175916822317
2.27070707070707,12.3434343434343,4.77712131270012
2.33838383838384,12.3434343434343,4.51352409321633
2.40606060606061,12.3434343434343,4.25122766878163
2.47373737373737,12.3434343434343,3.9904921984058
2.54141414141414,12.3434343434343,3.73157784109869
2.60909090909091,12.3434343434343,3.4747447558701
2.67676767676768,12.3434343434343,3.22025310172984
2.74444444444444,12.3434343434343,2.96836303768774
2.81212121212121,12.3434343434343,2.7193347227536
2.87979797979798,12.3434343434343,2.47342831593724
2.94747474747475,12.3434343434343,2.23090397624848
3.01515151515152,12.3434343434343,1.99202186269713
3.08282828282828,12.3434343434343,1.757042134293
3.15050505050505,12.3434343434343,1.52622495004592
3.21818181818182,12.3434343434343,1.2998304689657
3.28585858585859,12.3434343434343,1.07811885006214
3.35353535353535,12.3434343434343,0.861350252345077
3.42121212121212,12.3434343434343,0.649784834824313
3.48888888888889,12.3434343434343,0.44368265786861
3.55656565656566,12.3434343434343,0.24328419725166
3.62424242424242,12.3434343434343,0.0487868674409317
3.69191919191919,12.3434343434343,-0.139617646486981
3.75959595959596,12.3434343434343,-0.321737659455494
3.82727272727273,12.3434343434343,-0.497381486388014
3.8949494949495,12.3434343434343,-0.666357442207954
3.96262626262626,12.3434343434343,-0.828473841838726
4.03030303030303,12.3434343434343,-0.98353900020374
4.0979797979798,12.3434343434343,-1.13136123222641
4.16565656565657,12.3434343434343,-1.27174885283014
4.23333333333333,12.3434343434343,-1.40451017693835
4.3010101010101,12.3434343434343,-1.52945351947445
4.36868686868687,12.3434343434343,-1.64638719536184
4.43636363636364,12.3434343434343,-1.75511951952394
4.5040404040404,12.3434343434343,-1.85545880688417
4.57171717171717,12.3434343434343,-1.94721337236593
4.63939393939394,12.3434343434343,-2.03019153089263
4.70707070707071,12.3434343434343,-2.10420159738769
4.77474747474747,12.3434343434343,-2.16905188677451
4.84242424242424,12.3434343434343,-2.22455071397651
4.91010101010101,12.3434343434343,-2.27050639391709
4.97777777777778,12.3434343434343,-2.30672724151968
5.04545454545454,12.3434343434343,-2.33305563090736
5.11313131313131,12.3434343434343,-2.34972281022244
5.18080808080808,12.3434343434343,-2.35720759995849
5.24848484848485,12.3434343434343,-2.35599280044288
5.31616161616162,12.3434343434343,-2.34656121200299
5.38383838383838,12.3434343434343,-2.32939563496621
5.45151515151515,12.3434343434343,-2.30497886965992
5.51919191919192,12.3434343434343,-2.27379371641149
5.58686868686869,12.3434343434343,-2.23632297554831
5.65454545454545,12.3434343434343,-2.19304944739777
5.72222222222222,12.3434343434343,-2.14445593228724
5.78989898989899,12.3434343434343,-2.0910252305441
5.85757575757576,12.3434343434343,-2.03324014249574
5.92525252525252,12.3434343434343,-1.97158346846954
5.99292929292929,12.3434343434343,-1.90653800879288
6.06060606060606,12.3434343434343,-1.83858656379314
6.12828282828283,12.3434343434343,-1.76821193379771
6.1959595959596,12.3434343434343,-1.69589691913396
6.26363636363636,12.3434343434343,-1.62212432012928
6.33131313131313,12.3434343434343,-1.54737693711104
6.3989898989899,12.3434343434343,-1.47213757040664
6.46666666666667,12.3434343434343,-1.39688902034345
6.53434343434343,12.3434343434343,-1.32211386335956
6.6020202020202,12.3434343434343,-1.24817016274768
6.66969696969697,12.3434343434343,-1.17508471627715
6.73737373737374,12.3434343434343,-1.10282983833051
6.8050505050505,12.3434343434343,-1.0313778432903
6.87272727272727,12.3434343434343,-0.960701045539048
6.94040404040404,12.3434343434343,-0.890771759459296
7.00808080808081,12.3434343434343,-0.821562299433582
7.07575757575758,12.3434343434343,-0.75304497984444
7.14343434343434,12.3434343434343,-0.68519211507441
7.21111111111111,12.3434343434343,-0.617976019506027
7.27878787878788,12.3434343434343,-0.55136900752183
7.34646464646465,12.3434343434343,-0.485343393504354
7.41414141414141,12.3434343434343,-0.419871491836138
7.48181818181818,12.3434343434343,-0.354925616899716
7.54949494949495,12.3434343434343,-0.290478083077629
7.61717171717172,12.3434343434343,-0.226501204752412
7.68484848484848,12.3434343434343,-0.162967296306602
7.75252525252525,12.3434343434343,-0.0998486721227356
7.82020202020202,12.3434343434343,-0.03711764658335
7.88787878787879,12.3434343434343,0.0252534659290155
7.95555555555555,12.3434343434343,0.0872923510318268
8.02323232323232,12.3434343434343,0.149026694342546
8.09090909090909,12.3434343434343,0.210484181478634
8.15858585858586,12.3434343434343,0.271692498057558
8.22626262626263,12.3434343434343,0.332679329696777
8.29393939393939,12.3434343434343,0.393472362013754
8.36161616161616,12.3434343434343,0.454099280625956
8.42929292929293,12.3434343434343,0.51458777115084
8.4969696969697,12.3434343434343,0.574965519205874
8.56464646464647,12.3434343434343,0.635260210408521
8.63232323232323,12.3434343434343,0.695499530376238
8.7,12.3434343434343,0.755711164726496
2,18.5151515151515,5.19136103163195
2.06767676767677,18.5151515151515,4.94542256429393
2.13535353535354,18.5151515151515,4.69975506701071
2.2030303030303,18.5151515151515,4.45462950983709
2.27070707070707,18.5151515151515,4.21031686282786
2.33838383838384,18.5151515151515,3.96708809603782
2.40606060606061,18.5151515151515,3.72521417952177
2.47373737373737,18.5151515151515,3.48496608333452
2.54141414141414,18.5151515151515,3.24661477753084
2.60909090909091,18.5151515151515,3.01043123216555
2.67676767676768,18.5151515151515,2.77668641729345
2.74444444444444,18.5151515151515,2.54565130296932
2.81212121212121,18.5151515151515,2.31759685924797
2.87979797979798,18.5151515151515,2.0927940561842
2.94747474747475,18.5151515151515,1.8715138638328
3.01515151515152,18.5151515151515,1.65402725224858
3.08282828282828,18.5151515151515,1.44060519148632
3.15050505050505,18.5151515151515,1.23151865160083
3.21818181818182,18.5151515151515,1.02703860264691
3.28585858585859,18.5151515151515,0.827436014679354
3.35353535353535,18.5151515151515,0.632981857752958
3.42121212121212,18.5151515151515,0.443947101922523
3.48888888888889,18.5151515151515,0.260602541232297
3.55656565656566,18.5151515151515,0.0831840238787151
3.62424242424242,18.5151515151515,-0.0881494385497661
3.69191919191919,18.5151515151515,-0.253249057725427
3.75959595959596,18.5151515151515,-0.411966045320554
3.82727272727273,18.5151515151515,-0.56415161300743
3.8949494949495,18.5151515151515,-0.709656972458336
3.96262626262626,18.5151515151515,-0.848333335345559
4.03030303030303,18.5151515151515,-0.980031913341382
4.0979797979798,18.5151515151515,-1.10460391811809
4.16565656565657,18.5151515151515,-1.22190056134796
4.23333333333333,18.5151515151515,-1.33177305470328
4.3010101010101,18.5151515151515,-1.43407260985635
4.36868686868687,18.5151515151515,-1.52865043847942
